indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,count,cRate10K,dailyMean
Hospitalizations,Montgomery,2011-2013,"Total	","	","Total	","	",11.021,165,11.032,0.151
Hospitalizations,Montgomery,2012-2014,"Total	","	","Total	","	",9.444,144,9.64,0.131
Hospitalizations,Montgomery,2013-2015,"Total	","	","Total	","	",8.558,129,8.646,0.118
Hospitalizations,Montgomery,2014-2016,"Total	","	","Total	","	",6.434,98,6.591,0.089
Hospitalizations,Nassau,2000-2002,"Total	","	","Total	","	",13.32,5391,13.433,4.919
Hospitalizations,Nassau,2000-2016,"Total	","	","Total	","	",13.591,31533,13.83,5.078
Hospitalizations,Nassau,2001-2003,"Total	","	","Total	","	",14.257,5774,14.376,5.273
Hospitalizations,Nassau,2002-2004,"Total	","	","Total	","	",14.755,6013,14.968,5.486
Hospitalizations,Nassau,2003-2005,"Total	","	","Total	","	",15.109,6163,15.369,5.623
Hospitalizations,Nassau,2004-2006,"Total	","	","Total	","	",14.465,5908,14.788,5.391
Hospitalizations,Nassau,2005-2007,"Total	","	","Total	","	",14.041,5717,14.367,5.221
Hospitalizations,Nassau,2006-2008,"Total	","	","Total	","	",13.776,5623,14.156,5.13
Hospitalizations,Nassau,2007-2009,"Total	","	","Total	","	",14.12,5756,14.465,5.252
Hospitalizations,Nassau,2008-2010,"Total	","	","Total	","	",14.282,5865,14.666,5.351
Hospitalizations,Nassau,2009-2011,"Total	","	","Total	","	",14.563,6029,14.995,5.506
Hospitalizations,Nassau,2010-2012,"Total	","	","Total	","	",14.336,5983,14.811,5.459
Hospitalizations,Nassau,2011-2013,"Total	","	","Total	","	",13.991,5838,14.408,5.327
Hospitalizations,Nassau,2012-2014,"Total	","	","Total	","	",13.357,5561,13.688,5.074
Hospitalizations,Nassau,2013-2015,"Total	","	","Total	","	",12.356,5147,12.641,4.7
Hospitalizations,Nassau,2014-2016,"Total	","	","Total	","	",11.064,4529,11.103,4.132
Hospitalizations,New York County,2000-2002,"Total	","	","Total	","	",34.052,13795,29.656,12.587
Hospitalizations,New York County,2000-2016,"Total	","	","Total	","	",27.332,64943,23.999,10.458
Hospitalizations,New York County,2001-2003,"Total	","	","Total	","	",34.371,13957,29.866,12.746
Hospitalizations,New York County,2002-2004,"Total	","	","Total	","	",33.918,13842,29.53,12.63
Hospitalizations,New York County,2003-2005,"Total	","	","Total	","	",32.74,13372,28.417,12.201
Hospitalizations,New York County,2004-2006,"Total	","	","Total	","	",30.66,12638,26.766,11.531
Hospitalizations,New York County,2005-2007,"Total	","	","Total	","	",29.129,12082,25.526,11.034
Hospitalizations,New York County,2006-2008,"Total	","	","Total	","	",29.029,12218,25.741,11.148
Hospitalizations,New York County,2007-2009,"Total	","	","Total	","	",28.407,12061,25.382,11.005
Hospitalizations,New York County,2008-2010,"Total	","	","Total	","	",27.391,11754,24.699,10.724
Hospitalizations,New York County,2009-2011,"Total	","	","Total	","	",25.726,11092,23.198,10.13
Hospitalizations,New York County,2010-2012,"Total	","	","Total	","	",24.185,10512,21.795,9.591
Hospitalizations,New York County,2011-2013,"Total	","	","Total	","	",23.305,10210,20.986,9.316
Hospitalizations,New York County,2012-2014,"Total	","	","Total	","	",22.764,9990,20.429,9.115
Hospitalizations,New York County,2013-2015,"Total	","	","Total	","	",20.828,9114,18.577,8.323
Hospitalizations,New York County,2014-2016,"Total	","	","Total	","	",18.044,7681,15.614,7.008
Hospitalizations,Niagara,2000-2002,"Total	","	","Total	","	",9.727,637,9.706,0.581
Hospitalizations,Niagara,2000-2016,"Total	","	","Total	","	",9.666,3557,9.687,0.573
Hospitalizations,Niagara,2001-2003,"Total	","	","Total	","	",9.744,635,9.698,0.58
Hospitalizations,Niagara,2002-2004,"Total	","	","Total	","	",10.104,661,10.108,0.603
Hospitalizations,Niagara,2003-2005,"Total	","	","Total	","	",11.115,730,11.186,0.666
Hospitalizations,Niagara,2004-2006,"Total	","	","Total	","	",12.073,794,12.202,0.724
Hospitalizations,Niagara,2005-2007,"Total	","	","Total	","	",12.638,829,12.778,0.757
Hospitalizations,Niagara,2006-2008,"Total	","	","Total	","	",12.209,808,12.474,0.737
Hospitalizations,Niagara,2007-2009,"Total	","	","Total	","	",12.018,797,12.306,0.727
Hospitalizations,Niagara,2008-2010,"Total	","	","Total	","	",11.157,744,11.476,0.679
Hospitalizations,Niagara,2009-2011,"Total	","	","Total	","	",10.228,675,10.412,0.616
Hospitalizations,Niagara,2010-2012,"Total	","	","Total	","	",8.936,583,9.01,0.532
Hospitalizations,Niagara,2011-2013,"Total	","	","Total	","	",8.514,551,8.545,0.503
Hospitalizations,Niagara,2012-2014,"Total	","	","Total	","	",7.799,493,7.672,0.45
Hospitalizations,Niagara,2013-2015,"Total	","	","Total	","	",6.637,414,6.466,0.378
Hospitalizations,Niagara,2014-2016,"Total	","	","Total	","	",5.812,345,5.41,0.315
Hospitalizations,Oneida,2000-2002,"Total	","	","Total	","	",18.325,1314,18.679,1.199
Hospitalizations,Oneida,2000-2016,"Total	","	","Total	","	",14.377,5987,15.051,0.964
Hospitalizations,Oneida,2001-2003,"Total	","	","Total	","	",18.363,1336,19.016,1.22
Hospitalizations,Oneida,2002-2004,"Total	","	","Total	","	",18.621,1366,19.432,1.246
Hospitalizations,Oneida,2003-2005,"Total	","	","Total	","	",17.361,1282,18.231,1.17
Hospitalizations,Oneida,2004-2006,"Total	","	","Total	","	",16.129,1197,17.023,1.092
Hospitalizations,Oneida,2005-2007,"Total	","	","Total	","	",14.804,1098,15.619,1.003
Hospitalizations,Oneida,2006-2008,"Total	","	","Total	","	",15.047,1113,15.828,1.016
Hospitalizations,Oneida,2007-2009,"Total	","	","Total	","	",15.43,1140,16.203,1.04
Hospitalizations,Oneida,2008-2010,"Total	","	","Total	","	",15.837,1167,16.578,1.065
Hospitalizations,Oneida,2009-2011,"Total	","	","Total	","	",14.907,1110,15.773,1.014
Hospitalizations,Oneida,2010-2012,"Total	","	","Total	","	",13.445,1014,14.42,0.925
Hospitalizations,Oneida,2011-2013,"Total	","	","Total	","	",12.248,927,13.202,0.846
Hospitalizations,Oneida,2012-2014,"Total	","	","Total	","	",11.405,836,11.925,0.763
Hospitalizations,Oneida,2013-2015,"Total	","	","Total	","	",9.963,721,10.314,0.658
Hospitalizations,Oneida,2014-2016,"Total	","	","Total	","	",8.172,574,8.242,0.524
Hospitalizations,Onondaga,2000-2002,"Total	","	","Total	","	",8.667,1185,8.611,1.081
Hospitalizations,Onondaga,2000-2016,"Total	","	","Total	","	",7.804,6098,7.732,0.982
Hospitalizations,Onondaga,2001-2003,"Total	","	","Total	","	",8.053,1101,7.984,1.005
Hospitalizations,Onondaga,2002-2004,"Total	","	","Total	","	",8.166,1119,8.098,1.021
Hospitalizations,Onondaga,2003-2005,"Total	","	","Total	","	",8.572,1178,8.516,1.075
Hospitalizations,Onondaga,2004-2006,"Total	","	","Total	","	",8.77,1205,8.711,1.099
Hospitalizations,Onondaga,2005-2007,"Total	","	","Total	","	",8.337,1146,8.286,1.047
Hospitalizations,Onondaga,2006-2008,"Total	","	","Total	","	",7.908,1079,7.787,0.984
Hospitalizations,Onondaga,2007-2009,"Total	","	","Total	","	",7.916,1082,7.782,0.987
Hospitalizations,Onondaga,2008-2010,"Total	","	","Total	","	",8.263,1132,8.105,1.033
Hospitalizations,Onondaga,2009-2011,"Total	","	","Total	","	",8.265,1146,8.179,1.047
Hospitalizations,Onondaga,2010-2012,"Total	","	","Total	","	",7.564,1059,7.547,0.966
Hospitalizations,Onondaga,2011-2013,"Total	","	","Total	","	",7.301,1031,7.338,0.941
Hospitalizations,Onondaga,2012-2014,"Total	","	","Total	","	",7.145,1007,7.163,0.919
Hospitalizations,Onondaga,2013-2015,"Total	","	","Total	","	",6.884,969,6.89,0.885
Hospitalizations,Onondaga,2014-2016,"Total	","	","Total	","	",6.023,829,5.908,0.756
Hospitalizations,Ontario,2000-2002,"Total	","	","Total	","	",6.94,215,7.103,0.196
Hospitalizations,Ontario,2000-2016,"Total	","	","Total	","	",5.712,1054,5.854,0.17
Hospitalizations,Ontario,2001-2003,"Total	","	","Total	","	",7.526,235,7.7,0.215
Hospitalizations,Ontario,2002-2004,"Total	","	","Total	","	",7.629,241,7.83,0.22
Hospitalizations,Ontario,2003-2005,"Total	","	","Total	","	",8.183,261,8.412,0.238
Hospitalizations,Ontario,2004-2006,"Total	","	","Total	","	",7.31,236,7.557,0.215
Hospitalizations,Ontario,2005-2007,"Total	","	","Total	","	",7.067,225,7.163,0.205
Hospitalizations,Ontario,2006-2008,"Total	","	","Total	","	",6.458,205,6.484,0.187
Hospitalizations,Ontario,2007-2009,"Total	","	","Total	","	",7.051,225,7.059,0.205
Hospitalizations,Ontario,2008-2010,"Total	","	","Total	","	",6.055,204,6.341,0.186
Hospitalizations,Ontario,2009-2011,"Total	","	","Total	","	",5.567,190,5.861,0.174
Hospitalizations,Ontario,2010-2012,"Total	","	","Total	","	",4.013,142,4.359,0.13
Hospitalizations,Ontario,2011-2013,"Total	","	","Total	","	",3.485,120,3.672,0.109
Hospitalizations,Ontario,2012-2014,"Total	","	","Total	","	",3.562,120,3.661,0.109
Hospitalizations,Ontario,2013-2015,"Total	","	","Total	","	",3.373,115,3.499,0.105
Hospitalizations,Ontario,2014-2016,"Total	","	","Total	","	",3.508,115,3.494,0.105
Hospitalizations,Orange,2000-2002,"Total	","	","Total	","	",20.812,2151,20.613,1.963
Hospitalizations,Orange,2000-2016,"Total	","	","Total	","	",15.293,9556,15.323,1.539
Hospitalizations,Orange,2001-2003,"Total	","	","Total	","	",20.985,2197,20.739,2.006
Hospitalizations,Orange,2002-2004,"Total	","	","Total	","	",19.666,2093,19.476,1.91
Hospitalizations,Orange,2003-2005,"Total	","	","Total	","	",17.98,1937,17.833,1.767
Hospitalizations,Orange,2004-2006,"Total	","	","Total	","	",15.983,1742,15.918,1.589
Hospitalizations,Orange,2005-2007,"Total	","	","Total	","	",14.815,1633,14.847,1.491
Hospitalizations,Orange,2006-2008,"Total	","	","Total	","	",13.985,1556,14.074,1.42
Hospitalizations,Orange,2007-2009,"Total	","	","Total	","	",13.741,1543,13.892,1.408
Hospitalizations,Orange,2008-2010,"Total	","	","Total	","	",13.512,1520,13.623,1.387
Hospitalizations,Orange,2009-2011,"Total	","	","Total	","	",14.291,1612,14.394,1.472
Hospitalizations,Orange,2010-2012,"Total	","	","Total	","	",13.34,1509,13.45,1.377
Hospitalizations,Orange,2011-2013,"Total	","	","Total	","	",12.856,1462,13.014,1.334
Hospitalizations,Orange,2012-2014,"Total	","	","Total	","	",12.428,1420,12.624,1.296
Hospitalizations,Orange,2013-2015,"Total	","	","Total	","	",12.926,1493,13.237,1.363
Hospitalizations,Orange,2014-2016,"Total	","	","Total	","	",12.101,1410,12.454,1.286
Hospitalizations,Orleans,2000-2002,"Total	","	","Total	","	",10.41,136,10.324,0.124
Hospitalizations,Orleans,2000-2016,"Total	","	","Total	","	",7.483,572,7.828,0.092
Hospitalizations,Orleans,2001-2003,"Total	","	","Total	","	",8.83,116,8.845,0.106
Hospitalizations,Orleans,2002-2004,"Total	","	","Total	","	",8.76,116,8.859,0.106
Hospitalizations,Orleans,2003-2005,"Total	","	","Total	","	",8.661,117,8.948,0.107
Hospitalizations,Orleans,2004-2006,"Total	","	","Total	","	",8.749,119,9.113,0.109
Hospitalizations,Orleans,2005-2007,"Total	","	","Total	","	",8.495,116,8.907,0.106
Hospitalizations,Orleans,2006-2008,"Total	","	","Total	","	",8.299,115,8.845,0.105
Hospitalizations,Orleans,2007-2009,"Total	","	","Total	","	",7.949,110,8.49,0.1
Hospitalizations,Orleans,2008-2010,"Total	","	","Total	","	",7.569,104,8.057,0.095
Hospitalizations,Orleans,2009-2011,"Total	","	","Total	","	",6.799,89,6.925,0.081
Hospitalizations,Orleans,2010-2012,"Total	","	","Total	","	",5.863,78,6.094,0.071
Hospitalizations,Orleans,2011-2013,"Total	","	","Total	","	",6.117,83,6.511,0.076
Hospitalizations,Orleans,2012-2014,"Total	","	","Total	","	",5.995,84,6.628,0.077
Hospitalizations,Orleans,2013-2015,"Total	","	","Total	","	",6.012,83,6.594,0.076
Hospitalizations,Orleans,2014-2016,"Total	","	","Total	","	",4.176,53,4.243,0.048
Hospitalizations,Oswego,2000-2002,"Total	","	","Total	","	",9.978,357,9.721,0.326
Hospitalizations,Oswego,2000-2016,"Total	","	","Total	","	",7.827,1567,7.563,0.252
Hospitalizations,Oswego,2001-2003,"Total	","	","Total	","	",10.634,379,10.302,0.346
Hospitalizations,Oswego,2002-2004,"Total	","	","Total	","	",10.25,367,9.947,0.335
Hospitalizations,Oswego,2003-2005,"Total	","	","Total	","	",10.173,364,9.862,0.332
Hospitalizations,Oswego,2004-2006,"Total	","	","Total	","	",9.118,323,8.769,0.295
Hospitalizations,Oswego,2005-2007,"Total	","	","Total	","	",8.47,299,8.143,0.273
Hospitalizations,Oswego,2006-2008,"Total	","	","Total	","	",8.21,289,7.876,0.264
Hospitalizations,Oswego,2007-2009,"Total	","	","Total	","	",8.672,302,8.237,0.276
Hospitalizations,Oswego,2008-2010,"Total	","	","Total	","	",8.818,308,8.403,0.281
Hospitalizations,Oswego,2009-2011,"Total	","	","Total	","	",8.078,284,7.756,0.259
Hospitalizations,Oswego,2010-2012,"Total	","	","Total	","	",6.76,243,6.645,0.222
Hospitalizations,Oswego,2011-2013,"Total	","	","Total	","	",5.529,197,5.399,0.18
Hospitalizations,Oswego,2012-2014,"Total	","	","Total	","	",5.178,183,5.033,0.167
Hospitalizations,Oswego,2013-2015,"Total	","	","Total	","	",4.798,172,4.751,0.157
Hospitalizations,Oswego,2014-2016,"Total	","	","Total	","	",4.271,150,4.17,0.137
Hospitalizations,Otsego,2000-2002,"Total	","	","Total	","	",13.374,227,12.212,0.207
Hospitalizations,Otsego,2000-2016,"Total	","	","Total	","	",10.715,1066,10.111,0.172
Hospitalizations,Otsego,2001-2003,"Total	","	","Total	","	",15.032,252,13.506,0.23
Hospitalizations,Otsego,2002-2004,"Total	","	","Total	","	",14.876,260,13.86,0.237
Hospitalizations,Otsego,2003-2005,"Total	","	","Total	","	",14.689,259,13.735,0.236
Hospitalizations,Otsego,2004-2006,"Total	","	","Total	","	",12.951,230,12.167,0.21
Hospitalizations,Otsego,2005-2007,"Total	","	","Total	","	",12.152,213,11.269,0.195
Hospitalizations,Otsego,2006-2008,"Total	","	","Total	","	",11.655,204,10.822,0.186
Hospitalizations,Otsego,2007-2009,"Total	","	","Total	","	",11.595,211,11.238,0.193
Hospitalizations,Otsego,2008-2010,"Total	","	","Total	","	",10.886,195,10.426,0.178
Hospitalizations,Otsego,2009-2011,"Total	","	","Total	","	",10.503,191,10.244,0.174
Hospitalizations,Otsego,2010-2012,"Total	","	","Total	","	",9.049,165,8.872,0.151
Hospitalizations,Otsego,2011-2013,"Total	","	","Total	","	",8.295,156,8.417,0.142
Hospitalizations,Otsego,2012-2014,"Total	","	","Total	","	",7.124,133,7.218,0.121
Hospitalizations,Otsego,2013-2015,"Total	","	","Total	","	",6.223,117,6.394,0.107
Hospitalizations,Otsego,2014-2016,"Total	","	","Total	","	",4.908,89,4.903,0.081
Hospitalizations,Putnam,2000-2002,"Total	","	","Total	","	",7.583,216,7.413,0.197
Hospitalizations,Putnam,2000-2016,"Total	","	","Total	","	",8.385,1374,8.158,0.221
Hospitalizations,Putnam,2001-2003,"Total	","	","Total	","	",7.891,227,7.714,0.207
Hospitalizations,Putnam,2002-2004,"Total	","	","Total	","	",8.163,236,7.954,0.215
Hospitalizations,Putnam,2003-2005,"Total	","	","Total	","	",8.986,264,8.859,0.241
Hospitalizations,Putnam,2004-2006,"Total	","	","Total	","	",8.314,244,8.177,0.223
Hospitalizations,Putnam,2005-2007,"Total	","	","Total	","	",8.422,244,8.177,0.223
Hospitalizations,Putnam,2006-2008,"Total	","	","Total	","	",8.79,257,8.614,0.234
Hospitalizations,Putnam,2007-2009,"Total	","	","Total	","	",9.743,286,9.576,0.261
Hospitalizations,Putnam,2008-2010,"Total	","	","Total	","	",9.694,286,9.564,0.261
Hospitalizations,Putnam,2009-2011,"Total	","	","Total	","	",9.655,282,9.417,0.258
Hospitalizations,Putnam,2010-2012,"Total	","	","Total	","	",8.632,250,8.347,0.228
Hospitalizations,Putnam,2011-2013,"Total	","	","Total	","	",8.506,247,8.251,0.225
Hospitalizations,Putnam,2012-2014,"Total	","	","Total	","	",7.587,222,7.428,0.203
Hospitalizations,Putnam,2013-2015,"Total	","	","Total	","	",7.889,228,7.64,0.208
Hospitalizations,Putnam,2014-2016,"Total	","	","Total	","	",7.263,205,6.887,0.187
Hospitalizations,Queens,2000-2002,"Total	","	","Total	","	",22.785,14626,21.875,13.345
Hospitalizations,Queens,2000-2016,"Total	","	","Total	","	",19.872,72959,19.153,11.749
Hospitalizations,Queens,2001-2003,"Total	","	","Total	","	",23.922,15270,22.892,13.945
Hospitalizations,Queens,2002-2004,"Total	","	","Total	","	",24.239,15388,23.183,14.04
Hospitalizations,Queens,2003-2005,"Total	","	","Total	","	",23.981,15113,22.904,13.789
Hospitalizations,Queens,2004-2006,"Total	","	","Total	","	",22.864,14310,21.822,13.057
Hospitalizations,Queens,2005-2007,"Total	","	","Total	","	",22.414,13956,21.351,12.745
Hospitalizations,Queens,2006-2008,"Total	","	","Total	","	",22.315,13908,21.25,12.69
Hospitalizations,Queens,2007-2009,"Total	","	","Total	","	",21.64,13582,20.616,12.392
Hospitalizations,Queens,2008-2010,"Total	","	","Total	","	",20.607,13115,19.733,11.966
Hospitalizations,Queens,2009-2011,"Total	","	","Total	","	",19.243,12491,18.609,11.407
Hospitalizations,Queens,2010-2012,"Total	","	","Total	","	",18.053,11959,17.657,10.911
Hospitalizations,Queens,2011-2013,"Total	","	","Total	","	",16.865,11367,16.63,10.371
Hospitalizations,Queens,2012-2014,"Total	","	","Total	","	",16.401,11150,16.183,10.173
Hospitalizations,Queens,2013-2015,"Total	","	","Total	","	",15.409,10575,15.24,9.658
Hospitalizations,Queens,2014-2016,"Total	","	","Total	","	",13.715,9391,13.465,8.568
Hospitalizations,Rensselaer,2000-2002,"Total	","	","Total	","	",9.749,436,9.511,0.398
Hospitalizations,Rensselaer,2000-2016,"Total	","	","Total	","	",12.047,3143,11.742,0.506
Hospitalizations,Rensselaer,2001-2003,"Total	","	","Total	","	",10.597,472,10.262,0.431
Hospitalizations,Rensselaer,2002-2004,"Total	","	","Total	","	",11.504,516,11.15,0.471
Hospitalizations,Rensselaer,2003-2005,"Total	","	","Total	","	",13.559,610,13.095,0.557
Hospitalizations,Rensselaer,2004-2006,"Total	","	","Total	","	",15.005,677,14.437,0.618
Hospitalizations,Rensselaer,2005-2007,"Total	","	","Total	","	",15.556,705,14.947,0.644
Hospitalizations,Rensselaer,2006-2008,"Total	","	","Total	","	",14.779,678,14.287,0.619
Hospitalizations,Rensselaer,2007-2009,"Total	","	","Total	","	",14.966,694,14.567,0.633
Hospitalizations,Rensselaer,2008-2010,"Total	","	","Total	","	",14.806,692,14.492,0.631
Hospitalizations,Rensselaer,2009-2011,"Total	","	","Total	","	",13.712,638,13.342,0.583
Hospitalizations,Rensselaer,2010-2012,"Total	","	","Total	","	",11.547,536,11.197,0.489
Hospitalizations,Rensselaer,2011-2013,"Total	","	","Total	","	",10.927,507,10.58,0.463
Hospitalizations,Rensselaer,2012-2014,"Total	","	","Total	","	",11.658,542,11.301,0.495
Hospitalizations,Rensselaer,2013-2015,"Total	","	","Total	","	",11.045,523,10.895,0.478
Hospitalizations,Rensselaer,2014-2016,"Total	","	","Total	","	",9.278,439,9.141,0.401
Hospitalizations,Richmond,2000-2002,"Total	","	","Total	","	",17.85,2397,17.795,2.187
Hospitalizations,Richmond,2000-2016,"Total	","	","Total	","	",17.658,13963,17.737,2.248
Hospitalizations,Richmond,2001-2003,"Total	","	","Total	","	",17.444,2357,17.36,2.153
Hospitalizations,Richmond,2002-2004,"Total	","	","Total	","	",16.861,2288,16.755,2.088
Hospitalizations,Richmond,2003-2005,"Total	","	","Total	","	",16.755,2274,16.601,2.075
Hospitalizations,Richmond,2004-2006,"Total	","	","Total	","	",16.515,2242,16.348,2.046
Hospitalizations,Richmond,2005-2007,"Total	","	","Total	","	",16.789,2287,16.642,2.089
Hospitalizations,Richmond,2006-2008,"Total	","	","Total	","	",17.412,2404,17.409,2.193
Hospitalizations,Richmond,2007-2009,"Total	","	","Total	","	",18.911,2652,19.075,2.42
Hospitalizations,Richmond,2008-2010,"Total	","	","Total	","	",19.79,2816,20.109,2.569
Hospitalizations,Richmond,2009-2011,"Total	","	","Total	","	",20.027,2888,20.514,2.637
Hospitalizations,Richmond,2010-2012,"Total	","	","Total	","	",19.612,2859,20.25,2.609
Hospitalizations,Richmond,2011-2013,"Total	","	","Total	","	",18.88,2759,19.503,2.517
Hospitalizations,Richmond,2012-2014,"Total	","	","Total	","	",18.159,2640,18.636,2.409
Hospitalizations,Richmond,2013-2015,"Total	","	","Total	","	",16.521,2389,16.828,2.182
